,school_dist,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,sat_score,AP Test Takers ,Total Exams Taken,Number of Exams with scores 3 4 or 5,Total Cohort,Total Grads - % of cohort,Total Regents - % of cohort,Total Regents - % of grads,Advanced Regents - % of cohort,Advanced Regents - % of grads,Regents w/o Advanced - % of cohort,Regents w/o Advanced - % of grads,Local - % of cohort,Local - % of grads,Still Enrolled - % of cohort,Dropped Out - % of cohort,CSD,NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,SCHOOLWIDE PUPIL-TEACHER RATIO,schoolyear,fl_percent,frl_percent,total_enrollment,ell_num,ell_percent,sped_num,sped_percent,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per,rr_s,rr_t,rr_p,N_s,N_t,N_p,saf_p_11,com_p_11,eng_p_11,aca_p_11,saf_t_11,com_t_11,eng_t_11,aca_t_11,saf_s_11,com_s_11,eng_s_11,aca_s_11,saf_tot_11,com_tot_11,eng_tot_11,aca_tot_11,grade_span_min,grade_span_max,expgrade_span_min,expgrade_span_max,postcode,total_students,number_programs,priority08,priority09,priority10,Community Board,Council District,Census Tract,BIN,BBL,lat,lon
17,18,373.45454545454544,373.09090909090907,371.45454545454544,1118.0,129.02884615384616,197.03846153846152,153.45000000000002,72.77126099706744,70.45308219178081,57.35308219178081,79.73642611683843,14.519178082191784,18.141924398625413,42.83253424657534,61.59381443298969,13.10068493150686,20.263573883161506,18.358219178082205,8.380821917808218,18.0,72.20943810973716,3.3179547525839386,22.10253793920062,18.814864123117715,25.448084484627543,0.0,20112012.0,0.0,65.89999999999999,332.27272727272725,29.545454545454547,8.754545454545454,53.36363636363637,16.363636363636367,4.181818181818182,1.2363636363636366,290.27272727272725,87.32727272727271,32.36363636363637,9.718181818181819,3.727272727272727,1.1636363636363638,164.9090909090909,51.22727272727272,167.36363636363637,48.77272727272727,78.18181818181819,83.36363636363636,31.454545454545453,222.1818181818182,18.454545454545453,89.18181818181819,8.272727272727273,7.718181818181819,7.572727272727272,7.963636363636365,6.890909090909091,6.4,6.9363636363636365,7.390909090909091,6.1909090909090905,6.018181818181817,6.409090909090909,7.20909090909091,7.109090909090909,6.718181818181819,6.963636363636365,7.527272727272727,9.0,12.0,0.0,12.0,11224.0,344.0,1.0909090909090908,0.0,0.0,0.0,17.636363636363637,45.27272727272727,950.7272727272727,3182084.5454545454,3068627277.3636365,40.64186277663636,-73.91472575354544
18,19,367.0833333333333,377.5833333333333,359.1666666666667,1103.8333333333333,88.09775641025641,124.76923076923076,120.67083333333335,114.3225806451613,61.2093607305936,45.17602739726027,69.44547537227947,7.781392694063929,10.630641466208473,37.38584474885845,58.79793814432989,16.016894977168953,30.5545246277205,25.877739726027404,10.185273972602738,19.0,105.75262452975302,4.247924382763778,24.314441945545855,19.921010870149804,28.148995751840175,0.0,20112012.0,0.0,71.83333333333333,492.5,62.833333333333336,14.941666666666668,75.66666666666667,15.291666666666664,15.75,3.1916666666666664,285.0,55.066666666666656,182.66666666666666,39.916666666666664,5.833333333333333,1.1500000000000001,284.5,53.724999999999994,208.0,46.275,70.83333333333333,89.16666666666667,34.083333333333336,311.9166666666667,28.5,141.33333333333334,7.591666666666666,7.575,7.375,7.658333333333332,6.516666666666667,6.3999999999999995,6.766666666666666,7.308333333333334,6.1499999999999995,5.933333333333334,6.458333333333333,7.141666666666667,6.758333333333333,6.641666666666667,6.866666666666667,7.350000000000001,8.75,12.0,0.0,12.0,11207.5,440.4166666666667,1.9166666666666667,0.0,0.0,0.0,5.0,39.5,1158.8333333333333,3108753.5,3039994175.0,40.67654695925008,-73.88215766991665
19,20,406.22388059701495,465.7313432835821,401.73253731343283,1273.68776119403,227.80576923076924,359.4076923076923,177.69,591.3741935483871,65.83061643835616,55.93061643835616,83.9672852233677,23.023835616438355,34.12838487972508,32.906506849315065,49.81876288659794,9.880136986301371,16.0327147766323,20.671643835616443,11.396164383561644,20.0,420.02976608187134,14.721019214703427,25.42336591478697,17.68156223893066,29.74583124477861,0.0,20112012.0,0.0,65.84,2462.6,601.4,20.8,341.2,15.139999999999997,844.6,32.92,186.8,12.620000000000001,766.0,32.3,658.2,21.839999999999996,1345.2,44.92,1117.4,55.08,64.4,78.2,25.0,1360.2,107.0,602.4,7.92,7.18,7.24,7.459999999999999,7.8199999999999985,7.659999999999999,7.8,8.279999999999998,7.12,6.34,7.039999999999999,7.639999999999999,7.62,7.08,7.38,7.8,8.4,12.0,0.0,12.0,11210.2,2521.4,3.8,0.0,0.0,0.0,11.0,43.4,199.2,3143344.8,3058004011.8,40.62675101020001,-74.0061905308
20,21,395.2835820895523,421.78697421981,389.24206241519676,1206.312618724559,135.46765734265736,203.83566433566432,142.37727272727273,275.3519061583578,62.98720423412203,51.63265877957658,79.80993439550139,13.532503113325028,19.138706654170566,38.081600249066,60.671040299906274,11.372914072229143,20.190065604498592,22.734059775840603,11.112951432129513,21.0,224.7029894254353,8.191627464382883,25.284294492916786,20.167110289091706,28.885219733826542,0.0,20112012.0,0.0,62.22727272727272,1160.0,160.9090909090909,17.163636363636364,157.36363636363637,14.454545454545451,262.09090909090907,17.272727272727273,364.90909090909093,33.40909090909091,230.45454545454547,23.409090909090914,297.45454545454544,25.527272727272734,616.0909090909091,58.17272727272727,543.9090909090909,41.82727272727272,79.27272727272727,89.18181818181819,34.54545454545455,930.5454545454545,64.45454545454545,336.1818181818182,7.818181818181818,7.336363636363637,7.263636363636365,7.527272727272727,7.072727272727272,6.4,6.963636363636363,7.472727272727273,6.390909090909091,6.081818181818182,6.5,7.163636363636363,7.090909090909091,6.609090909090909,6.909090909090909,7.390909090909091,8.454545454545455,12.0,0.0,12.0,11221.0,1098.2727272727273,3.272727272727273,0.0,0.0,0.0,12.909090909090908,46.81818181818182,360.72727272727275,3187466.909090909,3069480035.7272725,40.59359646018191,-73.97846547554545
21,22,473.5,502.75,474.25,1450.5,391.00721153846155,614.5096153846154,370.3625,580.25,86.325,81.4,93.9,44.275,50.25,37.125,43.650000000000006,4.95,6.1,8.775,4.45,22.0,495.27936876504987,15.777390780873752,30.077635878912968,22.509674922600617,33.46474028207774,0.0,20112012.0,0.0,44.225,2142.5,138.25,4.3999999999999995,166.25,6.65,507.75,17.975,622.25,35.1,271.0,12.35,732.0,33.974999999999994,1015.75,44.3,1126.75,55.7,90.25,87.5,48.75,1887.25,89.5,1106.25,8.3,7.324999999999999,7.525,7.775,8.175,7.3999999999999995,7.6,8.2,7.025,6.05,6.775,7.5,7.85,6.9,7.3,7.85,9.0,12.0,0.0,12.0,11223.0,2149.0,2.25,0.0,0.0,0.0,12.75,45.0,633.5,3260954.25,3071057542.75,40.61828543450025,-73.95228777275
22,23,380.6666666666667,398.6666666666667,378.0,1157.3333333333333,29.0,31.0,153.45,87.0,68.76666666666667,50.800000000000004,73.56666666666666,9.733333333333333,13.766666666666666,41.06666666666667,59.800000000000004,17.933333333333334,26.433333333333334,20.966666666666665,5.533333333333334,23.0,120.11309523809524,4.9851190476190474,24.299702380952382,18.654761904761905,28.99404761904762,0.0,20112012.0,0.0,70.39999999999999,503.6666666666667,8.0,1.5999999999999999,68.66666666666667,14.466666666666667,6.0,1.1333333333333335,438.0,87.13333333333333,53.333333333333336,10.600000000000001,3.3333333333333335,0.5666666666666667,221.33333333333334,44.43333333333334,282.3333333333333,55.56666666666666,84.0,73.66666666666667,40.666666666666664,420.3333333333333,25.333333333333332,175.0,7.900000000000001,7.533333333333334,7.566666666666666,7.7,7.033333333333334,6.433333333333334,6.666666666666667,7.366666666666667,6.233333333333334,6.066666666666666,6.766666666666667,7.566666666666666,7.066666666666666,6.7,7.0,7.566666666666666,8.0,12.0,0.0,12.0,11219.0,391.0,1.3333333333333333,0.0,0.0,0.0,16.0,41.0,12783.0,3067259.0,3028433334.3333335,40.66858640233333,-73.912297927
23,24,405.84615384615387,434.0,402.15384615384613,1242.0,126.47485207100593,179.094674556213,115.16538461538462,234.68238213399505,69.54662802950473,60.4004741833509,85.37483478720591,14.226027397260278,19.16798836901929,46.16654373024236,66.1990483743061,9.146259220231824,14.625165212794077,20.7781875658588,7.643203371970495,24.0,213.4719034359306,8.613529425576935,23.865936020364757,18.565039516792908,28.251470864479913,0.0,20112012.0,0.0,62.58461538461539,991.0,179.76923076923077,21.069230769230764,97.07692307692308,9.607692307692307,182.69230769230768,17.176923076923075,74.76923076923077,7.799999999999999,616.6153846153846,63.41538461538461,113.46153846153847,11.284615384615384,572.7692307692307,51.64615384615384,418.2307692307692,48.35384615384616,83.84615384615384,83.23076923076923,35.69230769230769,765.4615384615385,47.76923076923077,247.69230769230768,8.461538461538463,7.684615384615384,7.56923076923077,7.86923076923077,7.66923076923077,6.569230769230767,7.23076923076923,7.723076923076923,7.107692307692307,6.169230769230769,6.7846153846153845,7.5,7.753846153846154,6.807692307692308,7.1923076923076925,7.707692307692309,8.846153846153847,12.0,0.0,12.0,11206.153846153846,962.4615384615385,2.230769230769231,0.0,0.0,0.0,2.8461538461538463,25.692307692307693,3626.5384615384614,4116108.6923076925,4009562319.6923075,40.74062129176931,-73.91151770399999
24,25,437.25,483.5,436.25,1357.0,205.26081730769232,279.8894230769231,174.79375,268.73387096774195,71.3566352739726,62.8191352739726,86.44205326460481,21.752397260273973,25.89274054982818,41.079066780821925,60.56172680412371,8.537585616438358,13.557946735395188,17.994777397260275,8.697602739726028,25.0,280.5760065227171,9.990385318263607,27.10626982118758,21.21318882141251,31.37121991677913,0.0,20112012.0,0.0,52.949999999999996,1356.75,257.5,19.737499999999997,136.75,9.975000000000001,465.25,40.599999999999994,240.375,13.0625,494.0,29.237500000000004,148.875,16.5375,669.5,48.5,687.25,51.49999999999999,87.0,78.5,37.625,1028.25,56.0,370.875,8.174999999999999,7.5375,7.4125,7.6875,7.4875,6.825000000000001,7.2,7.7125,6.9125,6.15,6.712500000000001,7.3999999999999995,7.525,6.8374999999999995,7.112500000000001,7.6125,7.875,12.0,0.0,12.0,11361.0,1288.875,1.875,0.0,0.0,0.0,8.0,21.875,10598.875,4217177.875,4058887536.0,40.745414434625,-73.815557597875
25,26,445.2,487.6,444.8,1377.6,410.6057692307692,632.4076923076923,392.09000000000003,825.6,76.17999999999999,65.63999999999999,85.97999999999999,29.639999999999997,38.10000000000001,36.02,47.9,10.540000000000001,14.02,16.240000000000002,5.54,26.0,595.953216374269,19.240116959064327,29.971140350877192,20.315789473684212,33.554327485380114,0.0,20112012.0,0.0,43.8,2991.6,248.6,7.4799999999999995,350.0,11.959999999999999,1259.2,38.14,676.4,28.419999999999998,604.8,19.380000000000003,432.4,13.419999999999998,1475.0,49.21999999999999,1516.6,50.78000000000001,67.0,83.4,23.8,1930.8,129.8,684.2,7.7200000000000015,6.9799999999999995,7.220000000000001,7.26,7.0,6.58,6.840000000000001,7.26,6.76,6.06,6.660000000000001,7.38,7.139999999999999,6.539999999999999,6.9,7.3,9.0,12.0,0.0,12.0,11388.6,2837.4,4.6,0.0,0.0,0.0,11.8,21.6,28776.6,4228215.2,4072510015.4,40.7485073700002,-73.7591757022
26,27,407.8,422.2,394.3,1224.3,100.61153846153846,145.31538461538463,95.125,288.9612903225806,69.83123287671233,56.05123287671231,78.10457044673538,11.467671232876715,14.816769759450167,44.58301369863013,63.28752577319587,13.790273972602739,21.8954295532646,18.56328767123288,9.292328767123285,27.0,249.32453592159473,9.019043409291088,26.649658873977764,20.757534708153905,30.9380814575861,0.0,20112012.0,0.0,61.34000000000001,1148.2,117.8,6.82,134.6,11.95,263.1,16.889999999999997,365.7,39.76,394.1,31.380000000000006,103.9,10.75,610.7,52.39999999999999,537.5,47.60000000000001,76.9,86.5,40.9,775.1,59.2,276.8,7.830000000000001,7.4,7.369999999999999,7.640000000000001,6.93,6.779999999999999,7.06,7.630000000000001,6.390000000000001,5.999999999999999,6.499999999999998,7.31,7.010000000000001,6.709999999999999,6.95,7.510000000000001,8.1,12.0,0.0,12.0,11556.3,1072.0,2.5,0.0,0.0,0.0,12.0,30.5,39899.9,4285880.2,4131440016.3,40.63882803050021,-73.8078232347
27,28,445.9416553595658,465.9972862957938,435.9080054274084,1347.8469470827679,182.01048951048952,273.5594405594406,175.33636363636364,351.21407624633434,77.31503735990037,64.90594645080945,82.10746641674474,25.608717310087176,29.237238363011556,39.29660647571606,52.86082474226804,12.400311332503115,17.89253358325523,14.444645080946456,6.3731008717310065,28.0,255.38116352601648,8.719057747065767,26.77080745383553,21.349816152356258,30.172038181663847,0.0,20112012.0,0.0,53.790909090909096,1210.6363636363637,87.36363636363636,4.963636363636365,123.45454545454545,9.82727272727273,403.72727272727275,31.34545454545454,343.72727272727275,37.50909090909091,283.45454545454544,19.954545454545453,165.63636363636363,9.4,590.3636363636364,45.86363636363637,620.2727272727273,54.13636363636363,85.0909090909091,85.54545454545455,40.54545454545455,872.5454545454545,54.72727272727273,362.6363636363636,8.172727272727272,7.59090909090909,7.472727272727272,7.781818181818182,7.6,7.145454545454545,7.363636363636363,7.972727272727273,6.627272727272728,6.081818181818182,6.618181818181818,7.454545454545453,7.463636363636363,6.9363636363636365,7.145454545454545,7.745454545454546,7.909090909090909,12.0,0.0,12.0,11422.0,1304.2727272727273,2.5454545454545454,0.0,0.0,0.0,8.727272727272727,25.818181818181817,498.27272727272725,4336396.0,4086008291.3636365,40.709344362000095,-73.80636738127274
28,29,395.7649253731343,399.4570895522388,386.7078358208955,1181.9298507462686,63.38581730769231,96.51442307692308,135.26875,98.10887096774194,73.0441352739726,56.5566352739726,77.3045532646048,10.01489726027397,13.917740549828178,46.55406678082191,63.37422680412371,16.487585616438356,22.69544673539519,17.819777397260275,7.872602739726026,29.0,88.37215544871795,3.454193376068376,25.35563167735043,21.40920138888889,28.6727297008547,0.0,20112012.0,0.0,52.3625,428.25,12.625,2.9124999999999996,56.125,13.0375,20.75,4.824999999999999,359.875,83.98750000000001,39.0,9.15,4.125,1.05,219.875,51.862500000000004,208.375,48.1375,77.625,90.625,44.75,294.5,21.375,146.5,7.7625,7.3625,7.325,7.5625,7.050000000000001,6.9125000000000005,7.162500000000001,7.575,6.075,5.9625,6.4875,7.25,6.9625,6.7375,7.000000000000001,7.4750000000000005,8.25,12.0,0.0,12.0,11413.625,474.125,1.25,0.0,0.0,0.0,12.25,28.5,13638.75,4256972.0,4119641316.0,40.68527596274999,-73.75273976975
